Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63579796,12/31/2024 11:42:24 PM,01/02/2025 05:05:53 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:07:24 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63575903,12/31/2024 11:42:02 PM,01/01/2025 01:44:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,2022 EAST   56 STREET,EAST   56 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   56 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 01:44:59 AM,18 BROOKLYN,3085470054,BROOKLYN,1006422,162666,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.613129256242026,-73.9201417928716,"(40.613129256242026, -73.9201417928716)"
63578844,12/31/2024 11:42:00 PM,01/01/2025 12:10:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10025,,,,,CENTRAL PARK WEST,WEST 96 STREET,INTERSECTION,MANHATTAN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/01/2025 12:10:00 AM,07 MANHATTAN,,MANHATTAN,994029,227703,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.79166282641287,-73.96468394774719,"(40.79166282641287, -73.96468394774719)"
63583305,12/31/2024 11:41:55 PM,06/23/2025 02:27:13 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10472,1341 FTELEY AVENUE,FTELEY AVENUE,,,,,ADDRESS,BRONX,,,Closed,,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,06/23/2025 12:00:00 AM,09 BRONX,2038700050,BRONX,1019543,242837,PHONE,Unspecified,BRONX,,,,,,,,40.833136332403434,-73.87246274817711,"(40.833136332403434, -73.87246274817711)"
63574859,12/31/2024 11:41:52 PM,01/01/2025 09:02:20 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:23 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63573294,12/31/2024 11:41:46 PM,01/02/2025 05:09:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:14:05 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579863,12/31/2024 11:41:43 PM,01/02/2025 04:30:14 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:45 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574352,12/31/2024 11:41:29 PM,01/01/2025 12:47:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,545 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:47:44 AM,09 MANHATTAN,1020760014,MANHATTAN,998263,239889,PHONE,Unspecified,MANHATTAN,,,,,,,,40.825104318551325,-73.94936777115372,"(40.825104318551325, -73.94936777115372)"
63575621,12/31/2024 11:41:21 PM,01/01/2025 01:37:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11427,210-16 GRAND CENTRAL PARKWAY,GRAND CENTRAL PARKWAY,86 DRIVE,DEAD END,86 DRIVE,DEAD END,ADDRESS,QUEENS VILLAGE,GRAND CENTRAL PARKWAY SR SOUTH,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 01:37:06 AM,08 QUEENS,4105920150,QUEENS,1051324,203535,PHONE,Unspecified,QUEENS,,,,,,,,40.72507896628152,-73.75800949831674,"(40.72507896628152, -73.75800949831674)"
63582556,12/31/2024 11:41:16 PM,01/01/2025 12:42:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11361,36-34 CORPORAL STONE STREET,CORPORAL STONE STREET,36 AVENUE,38 AVENUE,36 AVENUE,38 AVENUE,ADDRESS,BAYSIDE,CORPORAL STONE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:42:50 AM,11 QUEENS,4061760033,QUEENS,1047513,219174,ONLINE,Unspecified,QUEENS,,,,,,,,40.768032025405226,-73.7716117047398,"(40.768032025405226, -73.7716117047398)"
63582699,12/31/2024 11:41:08 PM,01/01/2025 12:24:42 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10305,58 FOCH AVENUE,FOCH AVENUE,PIAVE AVENUE,LINWOOD AVENUE,PIAVE AVENUE,LINWOOD AVENUE,ADDRESS,STATEN ISLAND,FOCH AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:24:45 AM,02 STATEN ISLAND,5032800042,STATEN ISLAND,964453,155830,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.594371459275045,-74.0712839964665,"(40.594371459275045, -74.0712839964665)"
63576327,12/31/2024 11:41:08 PM,01/02/2025 05:07:26 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:10:11 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574923,12/31/2024 11:41:07 PM,01/01/2025 09:02:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:22 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63576136,12/31/2024 11:41:05 PM,01/01/2025 01:49:10 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10468,19 MINERVA PLACE,MINERVA PLACE,CRESTON AVENUE,GRAND CONCOURSE,CRESTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,MINERVA PLACE,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 01:49:16 AM,07 BRONX,2033190062,BRONX,1014405,256644,MOBILE,Unspecified,BRONX,,,,,,,,40.87105145607921,-73.89096766033678,"(40.87105145607921, -73.89096766033678)"
63575541,12/31/2024 11:41:04 PM,12/31/2024 11:51:55 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,1635 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:51:58 PM,09 MANHATTAN,1020570056,MANHATTAN,998220,238974,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.822592971648255,-73.94952504515548,"(40.822592971648255, -73.94952504515548)"
63585243,12/31/2024 11:40:57 PM,01/02/2025 04:30:13 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 04:30:30 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63573955,12/31/2024 11:40:42 PM,12/31/2024 11:48:06 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11208,1130 LINWOOD STREET,LINWOOD STREET,COZINE AVENUE,FLATLANDS AVENUE,COZINE AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,LINWOOD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:48:10 PM,05 BROOKLYN,3044270001,BROOKLYN,1019110,179168,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6583828540903,-73.87435747158531,"(40.6583828540903, -73.87435747158531)"
63572400,12/31/2024 11:40:38 PM,12/31/2024 11:49:13 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10031,1635 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:49:19 PM,09 MANHATTAN,1020570056,MANHATTAN,998220,238974,PHONE,Unspecified,MANHATTAN,,,,,,,,40.822592971648255,-73.94952504515548,"(40.822592971648255, -73.94952504515548)"
63574012,12/31/2024 11:40:35 PM,12/31/2024 11:49:08 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:49:13 PM,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,,,,,,,,40.748451551252344,-73.77611079123469,"(40.748451551252344, -73.77611079123469)"
63584882,12/31/2024 11:40:30 PM,01/02/2025 05:07:28 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:12 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63578103,12/31/2024 11:40:28 PM,01/01/2025 02:05:54 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,172-31 BAISLEY BOULEVARD,BAISLEY BOULEVARD,172 STREET,MERRILL STREET,172 STREET,MERRILL STREET,ADDRESS,JAMAICA,BAISLEY BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 02:05:59 AM,12 QUEENS,4123900248,QUEENS,1047660,187912,PHONE,Unspecified,QUEENS,,,,,,,,40.68222467272301,-73.77137557540536,"(40.68222467272301, -73.77137557540536)"
63579648,12/31/2024 11:40:20 PM,01/01/2025 09:01:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:08 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577976,12/31/2024 11:40:08 PM,01/02/2025 05:11:38 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:16:17 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63583095,12/31/2024 11:39:52 PM,01/02/2025 05:08:13 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:11:18 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577863,12/31/2024 11:39:49 PM,01/02/2025 08:55:22 AM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11373,84-18 GRAND AVENUE,GRAND AVENUE,LIRR MAIN LINE,HASPEL STREET,LIRR MAIN LINE,HASPEL STREET,ADDRESS,ELMHURST,GRAND AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,01/02/2025 06:49:37 AM,04 QUEENS,4028910006,QUEENS,1016665,206786,MOBILE,Unspecified,QUEENS,,,,,,,,40.734197061562014,-73.88303682717115,"(40.734197061562014, -73.88303682717115)"
63578114,12/31/2024 11:39:34 PM,01/01/2025 09:01:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:02:14 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63573885,12/31/2024 11:39:29 PM,01/01/2025 12:59:28 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10314,37 BOWLING GREEN PLACE,BOWLING GREEN PLACE,ROCKVILLE AVENUE,MULBERRY AVENUE,ROCKVILLE AVENUE,MULBERRY AVENUE,ADDRESS,STATEN ISLAND,BOWLING GREEN PLACE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2025 12:59:30 AM,02 STATEN ISLAND,5021150019,STATEN ISLAND,938215,156177,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.59522645983865,-74.1657626101168,"(40.59522645983865, -74.1657626101168)"
63574755,12/31/2024 11:39:20 PM,01/02/2025 05:09:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:11:50 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579670,12/31/2024 11:39:13 PM,01/02/2025 05:05:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:08:02 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63584248,12/31/2024 11:38:50 PM,12/31/2024 11:48:36 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:48:40 PM,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,,,,,,,,40.748451551252344,-73.77611079123469,"(40.748451551252344, -73.77611079123469)"
63576524,12/31/2024 11:38:48 PM,01/01/2025 08:38:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 08:38:08 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63572213,12/31/2024 11:38:45 PM,01/01/2025 01:41:38 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,36-12 109 STREET,109 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,CORONA,109 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 01:41:41 AM,03 QUEENS,4017520019,QUEENS,1023370,214231,PHONE,Unspecified,QUEENS,,,,,,,,40.75460458314396,-73.85879988501665,"(40.75460458314396, -73.85879988501665)"
63585097,12/31/2024 11:38:35 PM,01/02/2025 05:05:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:07:36 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63584098,12/31/2024 11:38:35 PM,01/01/2025 12:30:46 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,10305,305 LIBERTY AVENUE,LIBERTY AVENUE,HYLAN BOULEVARD,SIMPSON STREET,HYLAN BOULEVARD,SIMPSON STREET,ADDRESS,STATEN ISLAND,LIBERTY AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:30:50 AM,02 STATEN ISLAND,5033800094,STATEN ISLAND,958732,152629,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.58557073418748,-74.09187177055225,"(40.58557073418748, -74.09187177055225)"
